location,bedrooms,sqft,bathrooms,property_age,parking,stories,price
Jaipur,6,3300,2,15,0,2,3665929.45
Bengaluru,1,1949,3,21,1,4,3710133.23
Jaipur,5,2782,3,24,2,4,4294486.08
Chennai,6,3232,2,12,2,4,5245107.98
Bhopal,6,3350,4,7,2,3,4379702.93
Delhi,4,2545,2,15,0,4,4420962.99
Mumbai,3,2794,4,9,1,2,4426621.69
Mumbai,1,1875,1,21,2,2,2640078.2
Delhi,3,2960,4,24,2,1,3896954.0
Coimbatore,4,2766,4,23,1,1,3243522.87
Nagpur,4,2699,3,19,2,2,2990753.56
Nagpur,1,1950,3,28,0,4,2064320.08
Ahmedabad,4,2915,4,6,0,2,3393372.79
Coimbatore,6,3277,4,12,1,2,4000552.04
Mumbai,1,2174,4,12,2,2,3801417.92
Ahmedabad,5,2961,3,2,1,3,4096396.63
Kolkata,2,1861,1,0,0,2,2238319.73
Mumbai,1,2532,4,4,2,4,4824838.45
Mumbai,6,3062,4,26,0,3,5641251.03
Bengaluru,2,2043,1,1,2,1,3205998.98
Chennai,1,2161,3,11,1,2,2719985.89
Coimbatore,4,2458,1,0,0,1,2541840.82
Chennai,1,2084,4,1,0,3,3390648.75
Kolkata,3,2169,4,29,1,4,3754419.39
Coimbatore,1,1689,3,21,0,2,1967924.32
Bengaluru,3,2743,4,11,0,4,4731463.67
Chennai,2,2156,3,12,1,1,2917279.91
Hyderabad,6,3032,2,6,1,4,5280376.5
Pune,6,2965,1,27,0,4,4030933.1
Coimbatore,1,1991,2,10,1,4,2351592.93
Bhopal,3,2676,3,1,0,1,2497485.5
Coimbatore,5,1864,1,10,1,4,3442781.35
Bhopal,3,2555,2,4,1,1,2197122.7
Visakhapatnam,6,3265,2,22,0,2,3314878.14
Bhopal,4,2635,3,8,0,2,2956760.82
Nagpur,3,1959,1,20,1,2,1865459.54
Bengaluru,1,2667,4,5,2,2,3836801.4
Delhi,1,1677,2,26,0,4,2767660.25
Hyderabad,6,2958,3,6,2,1,5065715.58
Bengaluru,3,1998,2,20,2,1,3430983.34
Chennai,4,2694,2,24,1,3,3834436.19
Nagpur,4,2273,2,22,0,4,2736418.29
Delhi,6,3284,2,8,1,1,4658394.18
Jaipur,6,3392,4,25,2,3,4905051.22
Ahmedabad,6,3087,4,18,0,2,3797468.49
Ahmedabad,3,2100,3,9,2,4,3389278.8
Mumbai,5,3037,2,6,0,2,4730094.2
Jaipur,3,2548,3,24,2,3,3399932.58
Jaipur,1,2642,4,0,2,2,3138898.07
Bengaluru,5,2612,3,22,2,2,4935170.98
Delhi,6,2952,1,3,2,4,5526069.27
Pune,5,3214,4,9,2,2,4920773.84
Lucknow,3,2734,3,18,1,3,3226951.86
Hyderabad,1,2091,1,12,0,2,2220371.47
Chennai,1,2258,2,6,0,4,2767592.99
Pune,1,1626,1,18,2,4,2741580.62
Bhopal,4,2469,3,1,0,3,3334968.9
Pune,5,2693,1,25,0,2,3135151.8
Bhopal,4,2365,1,27,1,1,1962595.04
Delhi,5,2871,4,0,1,1,4875261.76
Visakhapatnam,5,2811,3,0,2,1,3593065.65
Coimbatore,1,1861,3,16,0,2,2246860.29
Ahmedabad,1,1758,1,19,2,2,1775653.65
Ahmedabad,4,2608,2,16,0,2,2973364.26
Lucknow,6,2718,2,2,2,4,4336187.61
Coimbatore,1,1706,3,27,2,4,2725587.42
Coimbatore,6,2882,4,21,0,2,3840831.8
Nagpur,2,2499,4,20,2,3,2598470.83
Bhopal,2,2468,4,20,1,3,2793284.97
Ahmedabad,3,2595,3,8,1,4,3509791.73
Visakhapatnam,6,3209,3,19,2,2,3755135.11
Lucknow,5,2678,2,21,1,3,3372819.93
Delhi,4,3102,4,16,1,1,4251738.13
Coimbatore,1,1911,3,2,2,1,2346629.05
Ahmedabad,2,2122,3,12,0,3,2707855.6
Pune,2,2549,3,3,0,3,3383940.04
Ahmedabad,5,2402,2,0,0,1,3118160.86
Jaipur,3,2684,2,28,0,3,2678369.18
Delhi,5,2898,2,2,0,3,5067808.15
Nagpur,3,1700,1,18,2,4,2708874.68
Lucknow,2,1718,1,2,2,3,2490915.19
Nagpur,4,2396,2,5,1,1,2603011.34
Lucknow,6,3031,3,15,0,4,4088003.23
Hyderabad,1,2472,3,9,1,4,3459838.02
Kolkata,1,1807,2,20,2,1,1826528.07
Bhopal,6,2860,4,3,0,3,4218333.75
Ahmedabad,1,1901,3,17,2,2,2452606.71
Delhi,5,3026,2,22,0,1,3947576.72
Bhopal,6,3159,4,21,1,1,3776552.25
Pune,4,2372,3,0,1,2,4117243.27
Chennai,3,2140,1,18,1,1,2396072.6
Ahmedabad,4,2586,3,3,0,4,3760468.32
Ahmedabad,4,3224,2,16,0,4,3248299.84
Ahmedabad,2,2490,4,16,1,2,2761893.81
Ahmedabad,5,2910,2,24,0,1,2736088.95
Mumbai,4,2679,3,20,2,1,4403863.6
Hyderabad,6,2942,4,18,1,3,5208400.11
Delhi,2,2733,3,10,1,1,3375228.65
Nagpur,3,2245,2,5,1,4,3137025.88
Lucknow,2,2570,4,10,0,2,2892237.3
Pune,6,2942,3,22,0,1,4022572.52
Hyderabad,6,2533,1,20,0,2,4038682.87
Visakhapatnam,3,2630,1,13,1,1,2111346.56
Mumbai,4,2976,4,7,0,3,5170593.34
Pune,6,2976,2,29,0,3,3992293.49
Ahmedabad,4,2405,2,10,2,1,3077303.23
Kolkata,5,2294,1,19,1,2,3233410.06
Bengaluru,3,2080,2,3,2,3,4202754.68
Bengaluru,4,2384,1,11,0,4,4282187.6
Bhopal,3,2315,3,19,0,1,2540540.1
Mumbai,6,3204,4,28,0,4,6022974.76
Ahmedabad,6,2779,1,18,1,4,3702076.95
Visakhapatnam,5,2152,1,10,0,2,2995178.34
Ahmedabad,4,2367,1,4,0,2,2661746.06
Ahmedabad,3,2281,3,1,1,4,3651468.82
Coimbatore,2,2642,1,26,1,3,2300645.83
Delhi,6,2560,3,24,0,3,5111696.4
Nagpur,1,1927,3,16,1,1,1812464.17
Ahmedabad,3,2326,2,8,0,3,2931397.12
Kolkata,6,2900,2,12,0,4,4236400.13
Ahmedabad,6,2723,2,28,1,2,3544877.42
Lucknow,2,2571,4,24,1,3,3022055.77
Jaipur,5,2728,2,18,0,2,3192098.71
Lucknow,5,2867,2,8,0,3,3467040.64
Coimbatore,6,3065,2,1,1,2,3793226.36
Bhopal,5,2853,2,17,1,1,2621194.27
Ahmedabad,5,2668,1,14,0,3,3239241.97
Visakhapatnam,2,1904,1,13,1,4,2338536.48
Kolkata,3,2291,4,1,2,3,4202400.79
Chennai,2,2298,1,11,0,2,2410838.5
Bengaluru,5,2783,3,1,2,2,5298418.23
Lucknow,2,2310,2,17,2,1,2287426.69
Delhi,1,2556,4,16,0,4,3550533.61
Coimbatore,6,3155,3,23,0,4,4161108.75
Jaipur,4,2164,2,28,0,2,2949454.27
Pune,1,2850,4,6,0,3,3288554.45
Kolkata,2,2486,2,5,0,1,2520477.64
Chennai,4,2837,4,22,2,3,4494454.59
Visakhapatnam,4,2158,2,19,1,4,3183123.93
Nagpur,1,2231,4,4,2,3,2631115.02
Kolkata,5,2485,1,11,2,1,3291562.04
Jaipur,4,2406,1,15,0,4,3071959.48
Coimbatore,1,1642,4,25,2,1,2222137.04
Pune,3,2624,4,1,1,3,4073370.28
Nagpur,3,2652,4,16,0,4,2943665.03
Mumbai,5,2660,1,28,2,2,4481371.68
Jaipur,6,3706,4,1,0,1,4363020.05
Chennai,5,2621,2,5,1,4,4657538.51
Delhi,4,2014,1,10,0,4,4006027.83
Lucknow,6,3174,2,2,1,1,3359269.17
Mumbai,3,2090,2,14,2,1,3944322.11
Hyderabad,1,2166,4,10,2,3,3631623.5
Hyderabad,5,3008,4,21,2,2,4928783.31
Kolkata,5,2739,4,7,0,2,3859918.9
Delhi,5,2901,2,16,0,2,4315772.33
Chennai,6,3012,1,2,1,3,4629836.18
Mumbai,6,2926,4,23,1,2,5562780.9
Hyderabad,2,2211,2,6,0,3,3080091.35
Bengaluru,4,2402,4,29,1,1,4006372.27
Lucknow,4,2690,2,10,0,4,3172025.96
Jaipur,4,2655,4,17,0,1,3450285.8
Pune,5,2973,3,25,2,2,4331684.28
Bengaluru,2,2241,2,4,0,3,3422183.2
Bengaluru,2,2412,1,12,2,3,3221352.14
Delhi,1,1940,1,4,0,4,2826463.36
Chennai,2,2068,3,3,2,2,3717955.16
Jaipur,6,3395,3,14,0,1,3660434.08
Nagpur,3,2023,3,17,1,4,2787205.81
Visakhapatnam,1,1953,4,14,2,1,2389164.81
Mumbai,4,3104,2,6,0,3,4734424.29
Delhi,5,3293,4,16,2,2,5280180.25
Coimbatore,2,2308,1,17,0,1,1553434.87
Jaipur,6,3210,3,18,1,3,4433601.93
Mumbai,5,2570,3,7,0,4,5528446.93
Ahmedabad,6,3630,4,15,1,2,4119025.53
Lucknow,2,1841,3,22,0,1,2000902.53
Hyderabad,1,2276,4,28,2,1,2777588.89
Coimbatore,2,2410,4,2,1,1,2660994.04
Delhi,3,2601,2,12,0,2,3638107.87
Coimbatore,3,2749,3,5,0,3,3108609.32
Mumbai,5,3103,3,17,0,1,4558040.64
Bhopal,3,2422,3,22,1,1,2599539.25
Visakhapatnam,2,2237,2,5,1,3,2668473.78
Bhopal,4,2583,4,7,0,2,3135827.87
Jaipur,2,2575,4,17,2,3,3157778.04
Jaipur,4,2939,1,2,2,3,3419633.2
Lucknow,6,2652,3,8,2,1,3900601.31
Pune,5,3182,3,0,1,1,4243380.84
Chennai,3,2607,1,23,1,4,3432660.19
Bhopal,5,3338,2,19,2,4,3493561.49
Chennai,5,2744,1,29,1,3,3753045.56
Coimbatore,1,1886,3,26,1,1,1970596.0
Jaipur,2,2248,3,6,1,3,3130566.17
Pune,5,3392,3,7,0,1,3977012.34
Delhi,1,2225,2,9,0,4,3173579.94
Ahmedabad,1,1909,4,29,2,2,2425520.55
Pune,3,2765,4,9,2,3,4322247.65
Nagpur,3,2560,2,20,0,2,2266516.51
Pune,6,2775,1,3,1,4,4763836.54
Coimbatore,5,2930,1,17,0,3,3206057.66
Bengaluru,6,2805,1,9,1,4,5216970.01
Bengaluru,1,2633,3,22,0,3,2918071.47
Bhopal,2,2189,3,8,0,2,2167622.21
Mumbai,3,2655,3,27,1,1,3536294.7
Mumbai,2,2548,2,26,1,1,2741703.82
Bengaluru,5,2531,1,28,0,3,4043357.53
Ahmedabad,3,2107,3,1,0,3,3027885.18
Lucknow,2,1942,2,7,0,3,2386783.49
Lucknow,3,2877,4,26,0,2,2711715.52
Bengaluru,4,2643,1,25,0,4,3857625.53
Bengaluru,1,2113,4,20,1,2,3363020.08
Coimbatore,5,3018,4,9,2,3,4350316.84
Mumbai,3,2957,2,15,2,1,3822463.98
Nagpur,4,2466,2,24,0,4,2677376.75
Hyderabad,4,2646,3,19,2,4,4707172.1
Jaipur,2,2390,2,28,0,3,2365856.65
Delhi,4,2772,2,3,2,3,4702906.17
Nagpur,3,2887,4,20,1,1,2723524.85
Hyderabad,4,2583,1,5,1,4,4057173.53
Jaipur,2,2339,3,14,1,2,2727911.44
Ahmedabad,1,2168,4,5,2,1,2788321.7
Delhi,5,2666,1,5,1,4,4981975.97
Kolkata,5,3003,4,18,0,2,4115875.76
Ahmedabad,2,2771,4,24,1,1,2551572.07
Delhi,2,2285,4,25,1,3,3842429.26
Ahmedabad,6,3236,2,10,0,1,3585949.0
Coimbatore,6,3253,4,3,0,4,4650757.47
Delhi,5,2862,1,1,1,2,4379004.92
Mumbai,4,2458,1,18,2,1,3829807.87
Bhopal,5,2741,4,28,1,4,3675258.12
Bhopal,6,3059,1,11,0,2,3033531.65
Visakhapatnam,2,2190,1,11,0,2,1888349.65
Jaipur,5,2504,3,15,1,4,4036986.12
Pune,2,2583,3,15,1,3,3282036.14
Kolkata,6,2744,3,29,0,1,3569045.68
Lucknow,5,2932,4,19,0,3,3700341.96
Bengaluru,3,1856,1,12,0,3,3572619.76
Hyderabad,3,2098,1,24,0,4,3143665.31
Coimbatore,5,2721,4,13,2,3,4439161.38
Coimbatore,4,3023,4,15,1,4,3817686.45
Ahmedabad,2,2433,2,29,1,2,1975979.43
Pune,5,3186,4,10,1,4,5090906.34
Chennai,3,2013,2,0,0,1,2941079.39
Hyderabad,6,2614,1,3,0,4,4774875.99
Bhopal,4,2598,2,27,0,2,2445883.74
Bhopal,4,2541,4,15,2,4,3788688.22
Lucknow,2,2119,4,18,2,4,3085339.31
Ahmedabad,4,2647,4,1,1,2,3806587.41
Chennai,4,2412,1,24,2,4,3801911.7
Visakhapatnam,6,2740,2,20,2,3,3562065.22
Kolkata,5,3155,3,25,0,1,3328627.55
Lucknow,4,2752,3,14,0,4,3415252.92
Coimbatore,1,2084,2,29,2,3,1967488.08
Jaipur,5,2366,1,0,2,1,3615137.35
Pune,4,2070,1,24,2,3,3426377.55
Lucknow,1,2400,3,0,2,1,2356971.5
Jaipur,4,2523,4,7,2,3,4115612.51
Kolkata,3,2039,3,12,1,2,3203175.89
Bengaluru,6,3279,3,27,2,3,5677188.23
Bengaluru,6,2620,4,3,2,2,6173175.64
Lucknow,1,1865,3,9,2,1,2110172.55
Mumbai,4,2560,1,3,0,1,3562601.77
Visakhapatnam,3,2268,3,2,0,3,3018311.12
Mumbai,3,2307,1,2,2,1,3830827.96
Lucknow,2,2147,2,25,2,4,2719707.62
Delhi,2,2322,3,23,2,2,3464120.07
Jaipur,2,1913,1,8,1,1,1972993.45
Chennai,5,2378,2,16,1,4,4265631.67
Nagpur,4,2686,2,5,2,4,3258898.33
Coimbatore,6,2929,2,23,0,3,3332389.49
Bengaluru,6,3245,3,4,0,1,5292492.22
Chennai,4,2577,4,11,1,3,4533405.75
Jaipur,6,2789,2,8,1,4,4399315.74
Jaipur,3,2280,2,5,2,4,3568164.53
Bengaluru,3,2764,4,4,1,3,4867391.38
Ahmedabad,6,2696,1,29,0,3,3314308.17
Visakhapatnam,4,3021,3,10,1,3,3341953.05
Mumbai,1,1834,3,4,2,4,4254692.44
Jaipur,6,2992,2,24,2,2,4045854.82
Ahmedabad,3,2327,2,9,1,1,2531922.95
Bhopal,1,1535,1,4,0,4,2121283.1
Hyderabad,5,2941,1,11,2,4,4695187.72
Delhi,2,2247,3,7,1,2,3533553.32
Bengaluru,1,2154,1,18,0,2,1952117.62
Lucknow,6,2543,1,24,2,1,3342685.68
Hyderabad,5,2701,2,24,1,2,3787453.38
Hyderabad,6,2834,2,20,1,3,4789604.12
Jaipur,6,2704,1,18,2,4,4161805.69
Mumbai,4,2522,3,2,1,2,4700296.1
Nagpur,1,2022,3,2,0,4,2283061.38
Kolkata,3,1984,1,9,1,3,2881989.0
Chennai,4,2523,1,26,1,2,3328788.77
Lucknow,4,2961,2,5,2,4,3975966.28
Hyderabad,2,2154,4,22,0,1,2691955.41
Jaipur,6,3139,3,22,0,1,3632749.33
Hyderabad,1,2387,3,1,1,1,2843749.77
Jaipur,2,2017,1,6,0,4,2366437.68
Mumbai,2,2398,3,12,1,1,3465728.75
Ahmedabad,6,3237,4,13,1,4,4686250.2
Kolkata,6,2229,1,27,2,2,3615403.92
Bengaluru,4,3193,4,24,0,3,4763733.96
Delhi,6,2832,3,25,1,1,4492380.14
Bhopal,6,3110,1,28,1,3,3176269.03
Hyderabad,4,3042,3,24,2,2,4206753.09
Chennai,5,2533,1,1,1,2,4103637.42
Mumbai,6,3593,4,13,0,3,5933778.44
Jaipur,1,2067,4,19,2,2,2901488.03
Chennai,1,2172,2,16,0,2,2096218.38
Jaipur,4,2269,1,22,2,3,3072782.89
Jaipur,5,2590,4,29,0,1,3389564.63
Delhi,1,1910,3,26,2,1,2391817.0
Kolkata,1,2502,2,7,2,4,2975502.57
Bhopal,5,2470,2,6,2,2,3387374.98
Hyderabad,1,2269,2,16,1,1,2280318.43
Jaipur,5,2743,1,18,0,2,2952407.07
Bengaluru,2,2310,1,29,1,1,2413703.6
Jaipur,5,2256,2,19,2,1,3504231.63
Visakhapatnam,1,1809,1,24,1,2,1436389.35
Hyderabad,2,2012,4,14,1,4,4150004.62
Delhi,1,1912,2,26,1,2,2519683.25
Nagpur,1,2045,2,25,1,1,1457830.45
Hyderabad,3,2307,2,4,1,2,3340377.51
Coimbatore,3,2461,2,19,1,2,2827062.08
Lucknow,1,1869,2,1,0,4,2281779.57
Nagpur,2,2243,1,25,1,1,1337976.75
Bengaluru,1,1829,2,28,0,3,2703414.68
Kolkata,6,3246,4,15,2,2,4726092.56
Pune,2,2161,3,9,2,4,3854372.08
Kolkata,2,2846,2,18,2,1,2651745.09
Lucknow,2,2336,4,18,2,1,2562962.83
Bhopal,3,2520,3,17,1,1,2535780.73
Ahmedabad,2,2347,2,18,0,1,1823495.94
Lucknow,3,2315,2,15,1,2,2900480.4
Mumbai,1,2083,2,5,0,2,2536855.56
Bhopal,4,2664,4,2,0,2,3350599.69
Bhopal,1,2400,1,13,2,3,1966586.2
Mumbai,2,2555,4,10,1,3,4211873.56
Lucknow,4,1903,1,22,0,1,2170459.51
Ahmedabad,2,2192,2,10,0,4,2604092.28
Ahmedabad,1,2327,1,14,0,4,2092896.35
Lucknow,5,3481,3,7,1,2,3728375.25
Coimbatore,6,2336,3,2,0,1,3594653.85
Delhi,2,1894,1,15,0,4,2953173.71
Visakhapatnam,2,2183,4,1,0,1,2550052.8
Jaipur,5,3286,4,7,0,4,4427274.96
Chennai,2,2305,4,13,0,4,3694993.55
Delhi,2,2877,4,9,2,2,4389394.74
Bhopal,3,2323,3,11,0,3,2757437.3
Chennai,1,1956,1,28,1,2,1831513.58
Hyderabad,4,3215,4,8,1,2,4609049.42
Nagpur,3,2190,2,14,1,2,2649207.94
Nagpur,6,2709,2,9,2,2,3641733.38
Hyderabad,4,3027,4,18,0,4,4574964.87
Visakhapatnam,4,2259,3,10,0,4,3399135.32
Coimbatore,2,2250,2,15,1,4,2864871.15
Lucknow,2,2172,2,18,2,1,2257567.25
Kolkata,1,1961,1,27,1,1,1405596.83
Kolkata,5,2714,4,17,1,1,3890364.21
Jaipur,4,2429,2,26,0,1,2756117.76
Coimbatore,6,3354,4,18,0,2,3995372.14
Delhi,3,2277,2,6,2,1,3585255.5
Bengaluru,4,2729,3,20,0,4,4721611.11
Visakhapatnam,5,2382,1,22,1,4,3151091.42
Nagpur,2,2040,4,18,0,3,2469851.45
Bhopal,4,2415,1,14,2,1,2543603.55
Kolkata,6,2939,3,6,2,1,4309796.51
Mumbai,4,2574,3,16,2,2,5006924.43
Nagpur,6,3140,1,26,2,3,3269421.72
Coimbatore,1,2160,3,27,0,1,1576292.02
Kolkata,3,2916,4,4,2,1,3552551.76
Delhi,3,2423,2,10,2,1,3665120.52
Ahmedabad,6,2890,2,9,0,3,3877189.02
Pune,5,2884,1,27,2,4,4227810.85
Coimbatore,5,2894,2,22,2,2,3349672.63
Delhi,3,2457,3,8,2,4,4701217.73
Mumbai,1,2251,1,29,1,3,2602120.74
Jaipur,4,2755,1,13,1,3,3123949.62
Jaipur,5,2807,3,28,2,1,3592208.85
Pune,4,2264,1,22,0,4,3224313.02
Chennai,3,2665,1,13,0,2,2593113.13
Mumbai,1,1801,2,1,1,2,3181461.8
Visakhapatnam,2,2016,1,5,1,4,2284981.18
Bhopal,5,2438,2,1,1,3,3289765.55
Kolkata,4,2689,1,4,1,2,3191483.2
Hyderabad,1,2457,2,12,2,3,3159403.81
Kolkata,5,2668,3,15,2,3,4459474.59
Jaipur,5,2906,4,11,1,3,4343552.2
Lucknow,2,2305,3,15,0,3,2581155.9
Pune,4,2746,3,17,1,1,3624137.99
Chennai,3,2599,3,13,1,2,3605579.44
Lucknow,2,1707,3,29,0,2,2024263.58
Visakhapatnam,6,2786,2,25,0,2,3221934.02
Hyderabad,1,1940,3,16,2,2,2952761.38
Jaipur,3,2757,3,6,0,2,3035362.07
Ahmedabad,6,2858,1,1,2,3,4243963.19
Delhi,2,2323,3,8,1,2,3620742.34
Ahmedabad,3,2558,1,9,0,4,2788366.03
Jaipur,2,2362,4,8,1,2,3068368.79
Bengaluru,6,3000,3,6,2,3,6294389.69
Jaipur,3,2254,2,28,2,4,3098882.04
Delhi,6,2454,1,26,2,4,5047801.19
Bengaluru,2,2551,1,29,1,1,2311188.74
Kolkata,5,2487,2,5,1,3,4069414.74
Hyderabad,3,2135,1,14,2,2,3257403.1
Lucknow,5,2399,2,0,1,2,3687518.42
Bengaluru,1,2362,4,12,2,1,3512786.5
Ahmedabad,4,2115,2,11,1,3,3596180.39
Lucknow,5,2905,1,27,2,3,3052443.24
Kolkata,2,2442,4,13,1,4,3582490.45
Delhi,1,2203,3,8,1,3,3258374.09
Mumbai,4,2264,1,29,0,4,3700449.83
Coimbatore,4,2828,4,2,1,2,3619362.17
Nagpur,6,3106,4,15,2,4,4129307.21
Chennai,5,2397,1,2,0,2,3586506.82
Mumbai,4,2638,3,17,0,4,4925644.28
Hyderabad,1,2271,4,0,2,3,3904043.97
Kolkata,2,2351,4,20,2,2,2958210.8
Pune,2,2524,4,15,1,4,3597485.26
Bengaluru,3,2194,3,29,1,4,4199746.81
Pune,1,1898,1,18,0,3,2160189.12
Mumbai,6,3223,4,20,0,3,5667963.81
Kolkata,2,2511,4,18,2,2,3204295.93
Bengaluru,1,2474,3,5,1,1,2987172.65
Lucknow,6,2633,3,12,2,4,4275295.44
Lucknow,4,2657,3,23,2,4,3811260.68
Coimbatore,1,1661,3,24,2,1,2146538.11
Visakhapatnam,3,2182,2,15,2,1,2429982.65
Chennai,3,2662,4,13,2,2,4346788.58
Delhi,2,2098,1,25,1,3,2881253.38
Kolkata,6,3094,3,26,0,3,3949741.78
Mumbai,5,3044,1,11,2,2,4844356.7
Nagpur,6,2896,2,11,0,2,3084543.66
Ahmedabad,3,2400,3,29,2,3,3197972.83
Mumbai,6,3237,3,28,0,3,5306077.56
Visakhapatnam,2,1589,1,15,0,3,1894519.5
Delhi,4,2508,4,22,1,2,4587936.8
Hyderabad,2,1790,2,9,2,2,3023034.7
Visakhapatnam,2,1554,1,5,1,4,2459711.91
Hyderabad,1,1676,2,17,0,4,2405999.64
Delhi,3,2801,3,18,0,4,4255851.89
Lucknow,5,2928,3,1,0,3,3668957.24
Bengaluru,6,3192,1,6,0,2,4774719.15
Visakhapatnam,6,2883,2,6,2,2,3964902.68
Mumbai,2,2513,2,16,0,1,2594501.26
Kolkata,6,2700,1,7,0,1,3318180.49
Nagpur,4,2689,4,21,0,2,2731434.91
Hyderabad,1,1747,1,11,1,1,1813122.69
Mumbai,1,1736,1,2,1,1,2524895.46
Nagpur,1,1604,1,15,2,2,1593284.45
Lucknow,2,2328,2,25,2,3,2559241.8
Bengaluru,1,2382,2,9,2,3,3309918.68
Lucknow,3,2540,3,0,0,2,2859041.69
Ahmedabad,5,2172,1,20,0,1,2527252.62
Ahmedabad,2,2001,2,24,1,2,2337848.15
Nagpur,5,2498,1,21,2,1,2449270.14
Pune,5,3157,4,18,1,2,4350430.33
Jaipur,6,2909,1,8,0,3,3951744.42
Kolkata,4,2023,2,17,2,2,3306753.54
Kolkata,1,2184,3,18,0,4,2724523.66
Hyderabad,5,2569,2,6,1,3,4530778.01
Coimbatore,3,1748,1,5,0,3,2522376.72
Jaipur,1,1730,4,7,1,4,3144041.22
Lucknow,6,2754,3,27,2,4,4194043.44
Pune,5,3085,4,3,1,4,5304631.73
Pune,1,2428,4,23,2,3,3330767.08
Chennai,1,2339,4,25,2,1,2714913.63
Kolkata,4,2923,1,13,0,2,2966977.08
Kolkata,4,2303,1,19,2,2,3084340.44
Hyderabad,3,2347,2,8,1,2,3327330.07
Lucknow,4,2156,1,20,0,4,2822999.8
Coimbatore,4,2549,3,3,2,3,3847030.21
Nagpur,6,2543,4,3,1,4,4469531.36
Bhopal,5,3211,4,24,1,3,3727194.57
Chennai,4,2266,1,3,0,3,3567767.4
Jaipur,4,2454,2,11,2,2,3345391.89
Bengaluru,1,1937,1,25,0,4,2567111.33
Bhopal,1,1857,2,22,1,3,1983708.28
Chennai,3,2478,1,10,0,4,3131952.1
Nagpur,4,2643,2,0,1,4,3245335.68
Jaipur,5,3140,3,25,2,3,4180990.62
Nagpur,5,2965,1,3,0,4,3319192.41
Hyderabad,4,2767,4,1,1,4,5190623.05
Jaipur,4,2721,1,21,0,2,2595117.02
Ahmedabad,6,2866,3,12,2,2,4203169.72
Jaipur,4,2761,2,19,1,4,3547963.29
Jaipur,1,2328,4,1,2,4,3247643.79
Jaipur,5,2722,2,14,2,1,3552090.94
Kolkata,3,2976,4,19,2,4,3879540.65
Lucknow,6,2782,3,9,1,3,4212144.19
Bengaluru,1,1991,1,1,0,3,2623063.32
Delhi,6,3060,1,26,2,3,4893432.14
Kolkata,1,1796,4,2,1,3,2801315.04
Kolkata,3,2518,1,7,2,2,3013666.35
Pune,2,2625,3,26,2,1,2818469.63
Coimbatore,1,2220,3,5,0,3,2225358.98
Chennai,1,2283,3,1,0,4,3324996.33
Bhopal,4,2744,4,10,1,1,3306416.21
